,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Botswana,Brazil,Bulgaria,Burundi,Cambodia,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Djibouti,Dominica,Ecuador,Egypt,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,Spain,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
15,24.0,100.0,58.0,308.0,14.0,3.0,225.0,265.0,71.0,14.0,246.0,53.0,21.0,110.0,49.0,45.0,76.0,1.0,7.0,8.0,35.0,4.0,74.0,13.0,121.0,220.0,5.0,1.0,88.0,7.0,7.0,342.0,59,470.0,19.0,37.0,139.0,146.0,676.0,41.0,15.0,426.0,1.0,29.0,258.0,16.0,12.0,1.0,11.0,7.0,4.0,30.0,15.0,141.0,95.0,228.0,10.0,12.0,82.0,36.0,114.0,8.0,8.0,18.0,110.0,103.0,138.0,3.0,579.0,3513.0,74.0,292.0,70.0,3.0,26.0,11.0,118.0,212.0,284.0,38.0,106.0,80.0,125.0,15.0,124.0,41.0,3.0,21.0,51.0,143.0,798.0,71.0,17.0,16.0,13.0,59.0,120.0,5.0,186.0,316.0,125.0,33.0,12.0,123.0,6.0,170.0,10.0,22.0,11.0,1.0,804.0,5.0,120.0,44.0,621.0,24.0,187.0,59.0,443.0,52.0,363.0,3.0,425.0,448.0,460.0,113.0,2.0,70.0,86.0,249.0,8.0,33.0,185.0,341.0,3.0,2.0,5.0,10.0,1.0,642.0,19.0,11.0,14.0,28.0,89.0,7402.0,52.0,311.0,309.0,149.0,119.0,13.0,,39.0,9.0
16,24.0,123.0,60.0,334.0,16.0,3.0,266.0,290.0,74.0,14.0,361.0,65.0,24.0,162.0,49.0,45.0,76.0,1.0,8.0,13.0,37.0,4.0,81.0,15.0,200.0,242.0,5.0,1.0,99.0,7.0,8.0,434.0,59,491.0,22.0,48.0,170.0,162.0,804.0,41.0,15.0,532.0,2.0,31.0,267.0,16.0,12.0,1.0,11.0,7.0,4.0,33.0,15.0,152.0,98.0,331.0,10.0,12.0,87.0,36.0,136.0,16.0,8.0,21.0,139.0,131.0,178.0,3.0,686.0,4747.0,85.0,366.0,82.0,3.0,32.0,14.0,123.0,235.0,325.0,42.0,112.0,100.0,144.0,16.0,139.0,61.0,6.0,24.0,56.0,179.0,875.0,72.0,17.0,18.0,13.0,87.0,129.0,5.0,196.0,367.0,149.0,42.0,12.0,144.0,6.0,225.0,10.0,22.0,11.0,1.0,959.0,5.0,184.0,51.0,621.0,24.0,302.0,59.0,588.0,56.0,395.0,3.0,536.0,642.0,470.0,139.0,2.0,70.0,99.0,303.0,10.0,40.0,191.0,383.0,5.0,2.0,5.0,10.0,1.0,854.0,19.0,11.0,14.0,30.0,114.0,9217.0,52.0,418.0,320.0,173.0,135.0,14.0,,39.0,9.0
17,34.0,146.0,72.0,370.0,17.0,3.0,301.0,329.0,77.0,14.0,504.0,72.0,24.0,162.0,51.0,45.0,81.0,1.0,9.0,13.0,37.0,4.0,96.0,15.0,234.0,264.0,6.0,1.0,99.0,7.0,9.0,537.0,63,539.0,22.0,56.0,186.0,179.0,827.0,51.0,15.0,789.0,3.0,31.0,283.0,23.0,14.0,1.0,11.0,7.0,4.0,34.0,15.0,152.0,103.0,352.0,11.0,12.0,93.0,38.0,154.0,16.0,12.0,21.0,141.0,167.0,199.0,3.0,790.0,5823.0,85.0,557.0,96.0,3.0,34.0,15.0,155.0,259.0,340.0,50.0,112.0,104.0,144.0,16.0,180.0,66.0,6.0,24.0,60.0,209.0,1099.0,77.0,,18.0,13.0,105.0,134.0,5.0,227.0,405.0,177.0,43.0,14.0,174.0,6.0,275.0,17.0,27.0,11.0,1.0,1135.0,5.0,253.0,65.0,907.0,39.0,478.0,60.0,674.0,59.0,416.0,3.0,634.0,785.0,481.0,184.0,2.0,75.0,105.0,384.0,10.0,43.0,204.0,414.0,5.0,2.0,6.0,10.0,1.0,1121.0,19.0,16.0,14.0,34.0,173.0,10827.0,52.0,480.0,338.0,187.0,135.0,14.0,,39.0,9.0
18,40.0,174.0,90.0,376.0,19.0,3.0,387.0,372.0,82.0,14.0,655.0,87.0,28.0,210.0,54.0,51.0,81.0,1.0,10.0,16.0,39.0,4.0,107.0,15.0,291.0,293.0,6.0,1.0,142.0,7.0,9.0,632.0,80,608.0,41.0,69.0,212.0,214.0,875.0,59.0,16.0,981.0,15.0,33.0,306.0,25.0,14.0,1.0,11.0,16.0,4.0,34.0,15.0,152.0,109.0,387.0,11.0,12.0,110.0,46.0,165.0,30.0,19.0,24.0,172.0,187.0,247.0,3.0,893.0,6566.0,124.0,683.0,116.0,3.0,38.0,19.0,169.0,268.0,348.0,59.0,125.0,112.0,216.0,18.0,197.0,93.0,7.0,25.0,61.0,274.0,1333.0,85.0,,18.0,14.0,116.0,139.0,5.0,244.0,475.0,199.0,46.0,14.0,201.0,9.0,345.0,17.0,28.0,13.0,1.0,1413.0,5.0,278.0,81.0,1077.0,39.0,495.0,62.0,786.0,64.0,558.0,3.0,749.0,1020.0,494.0,217.0,2.0,82.0,119.0,457.0,10.0,45.0,216.0,442.0,5.0,2.0,7.0,10.0,1.0,1359.0,19.0,17.0,14.0,34.0,173.0,13531.0,53.0,549.0,338.0,190.0,143.0,15.0,,39.0,10.0
19,42.0,186.0,102.0,390.0,19.0,3.0,502.0,424.0,86.0,14.0,860.0,93.0,29.0,211.0,56.0,56.0,86.0,1.0,13.0,16.0,39.0,5.0,115.0,,428.0,331.0,,1.0,193.0,7.0,9.0,746.0,216,702.0,41.0,81.0,233.0,230.0,932.0,90.0,16.0,1082.0,49.0,33.0,326.0,29.0,15.0,1.0,11.0,18.0,4.0,40.0,15.0,195.0,113.0,418.0,11.0,14.0,112.0,47.0,166.0,52.0,19.0,25.0,219.0,226.0,250.0,3.0,1046.0,7161.0,124.0,785.0,178.0,3.0,38.0,20.0,170.0,274.0,386.0,81.0,126.0,123.0,228.0,19.0,221.0,99.0,10.0,25.0,62.0,299.0,1453.0,93.0,,18.0,16.0,123.0,149.0,6.0,268.0,585.0,231.0,49.0,14.0,214.0,9.0,358.0,20.0,31.0,13.0,1.0,1705.0,6.0,342.0,97.0,1169.0,48.0,646.0,84.0,901.0,65.0,580.0,3.0,901.0,1280.0,501.0,260.0,2.0,82.0,130.0,659.0,10.0,47.0,226.0,480.0,7.0,2.0,7.0,10.0,1.0,2200.0,19.0,18.0,19.0,36.0,227.0,15679.0,53.0,794.0,369.0,227.0,144.0,15.0,,39.0,11.0
20,75.0,197.0,139.0,428.0,19.0,3.0,589.0,424.0,92.0,15.0,1016.0,122.0,33.0,214.0,61.0,60.0,86.0,1.0,14.0,22.0,39.0,5.0,123.0,,621.0,346.0,,1.0,233.0,8.0,10.0,922.0,235,798.0,45.0,104.0,269.0,262.0,1024.0,121.0,16.0,1211.0,55.0,34.0,352.0,29.0,15.0,1.0,11.0,18.0,4.0,43.0,15.0,204.0,120.0,464.0,11.0,14.0,121.0,50.0,181.0,52.0,23.0,27.0,222.0,261.0,330.0,3.0,1155.0,8042.0,154.0,906.0,250.0,3.0,44.0,20.0,170.0,278.0,460.0,110.0,132.0,130.0,270.0,19.0,244.0,120.0,13.0,26.0,64.0,358.0,1605.0,93.0,,19.0,17.0,144.0,151.0,6.0,273.0,717.0,263.0,52.0,14.0,233.0,9.0,479.0,20.0,41.0,14.0,1.0,2051.0,6.0,410.0,97.0,1308.0,52.0,784.0,91.0,989.0,69.0,635.0,3.0,1051.0,1600.0,526.0,277.0,2.0,89.0,142.0,741.0,10.0,50.0,295.0,528.0,7.0,2.0,7.0,10.0,1.0,2200.0,25.0,18.0,19.0,39.0,227.0,18135.0,53.0,804.0,386.0,266.0,144.0,16.0,,39.0,11.0
21,75.0,212.0,201.0,439.0,19.0,3.0,690.0,482.0,92.0,15.0,1332.0,165.0,36.0,221.0,70.0,63.0,94.0,1.0,18.0,26.0,48.0,5.0,132.0,,904.0,359.0,,1.0,271.0,8.0,11.0,1142.0,386,906.0,45.0,126.0,288.0,320.0,1115.0,135.0,16.0,1403.0,59.0,34.0,369.0,35.0,15.0,1.0,11.0,21.0,4.0,49.0,15.0,205.0,123.0,495.0,11.0,14.0,125.0,61.0,191.0,111.0,24.0,30.0,264.0,300.0,409.0,3.0,1285.0,9000.0,164.0,1125.0,260.0,3.0,47.0,25.0,183.0,299.0,460.0,122.0,140.0,142.0,280.0,19.0,280.0,120.0,14.0,35.0,68.0,394.0,1831.0,102.0,,21.0,17.0,148.0,156.0,6.0,314.0,848.0,298.0,55.0,14.0,241.0,9.0,556.0,21.0,62.0,14.0,1.0,2460.0,6.0,438.0,131.0,1423.0,55.0,887.0,97.0,1075.0,69.0,671.0,3.0,1221.0,2060.0,537.0,308.0,2.0,102.0,162.0,741.0,10.0,58.0,295.0,577.0,7.0,2.0,7.0,10.0,1.0,2650.0,25.0,18.0,19.0,40.0,278.0,20921.0,53.0,987.0,400.0,342.0,144.0,16.0,,39.0,11.0
22,91.0,223.0,230.0,466.0,19.0,3.0,745.0,532.0,92.0,15.0,1646.0,182.0,40.0,237.0,88.0,63.0,94.0,1.0,18.0,26.0,48.0,5.0,139.0,,1128.0,399.0,,1.0,509.0,8.0,11.0,1306.0,526,1065.0,45.0,206.0,320.0,356.0,1151.0,140.0,16.0,1627.0,60.0,34.0,404.0,38.0,16.0,1.0,11.0,21.0,4.0,54.0,15.0,214.0,127.0,530.0,11.0,14.0,128.0,70.0,200.0,121.0,29.0,31.0,268.0,343.0,473.0,3.0,1414.0,10075.0,177.0,1329.0,427.0,17.0,53.0,25.0,198.0,299.0,531.0,126.0,145.0,148.0,298.0,19.0,305.0,133.0,14.0,48.0,72.0,484.0,1950.0,102.0,,22.0,18.0,171.0,167.0,6.0,318.0,993.0,353.0,60.0,15.0,249.0,11.0,617.0,27.0,74.0,16.0,1.0,2994.0,6.0,491.0,131.0,1552.0,66.0,991.0,106.0,1181.0,77.0,852.0,3.0,1389.0,2362.0,549.0,367.0,2.0,104.0,175.0,900.0,10.0,67.0,336.0,632.0,8.0,2.0,10.0,10.0,1.0,3010.0,25.0,18.0,19.0,41.0,312.0,23934.0,54.0,1096.0,406.0,397.0,148.0,16.0,,39.0,14.0
23,106.0,243.0,264.0,501.0,19.0,3.0,820.0,571.0,92.0,15.0,2196.0,209.0,41.0,256.0,123.0,66.0,94.0,1.0,18.0,26.0,50.0,5.0,157.0,,1546.0,422.0,,1.0,555.0,8.0,11.0,1610.0,623,1161.0,45.0,235.0,350.0,396.0,1255.0,150.0,16.0,1835.0,80.0,34.0,538.0,43.0,16.0,1.0,12.0,21.0,4.0,61.0,15.0,214.0,129.0,624.0,11.0,14.0,130.0,74.0,209.0,128.0,31.0,33.0,298.0,408.0,568.0,3.0,1528.0,11364.0,193.0,1564.0,433.0,79.0,55.0,25.0,198.0,323.0,670.0,142.0,184.0,159.0,339.0,19.0,376.0,149.0,31.0,49.0,75.0,484.0,1988.0,106.0,,22.0,19.0,190.0,188.0,6.0,319.0,1094.0,423.0,64.0,15.0,252.0,11.0,654.0,28.0,74.0,16.0,1.0,3631.0,6.0,529.0,151.0,1742.0,84.0,1057.0,115.0,1317.0,96.0,950.0,3.0,1638.0,2995.0,562.0,433.0,2.0,105.0,190.0,1060.0,10.0,72.0,336.0,691.0,8.0,2.0,12.0,10.0,1.0,3888.0,29.0,18.0,25.0,44.0,362.0,27069.0,54.0,1251.0,415.0,504.0,159.0,16.0,,40.0,14.0
24,114.0,259.0,302.0,526.0,19.0,,966.0,663.0,93.0,15.0,2649.0,273.0,42.0,269.0,164.0,67.0,105.0,1.0,18.0,30.0,57.0,5.0,183.0,,1891.0,457.0,,1.0,650.0,8.0,15.0,1909.0,882,1267.0,60.0,306.0,396.0,426.0,1326.0,187.0,16.0,1890.0,93.0,35.0,575.0,44.0,16.0,1.0,12.0,21.0,4.0,70.0,15.0,287.0,129.0,695.0,11.0,14.0,133.0,80.0,218.0,144.0,33.0,33.0,305.0,447.0,588.0,3.0,1677.0,12729.0,214.0,1819.0,677.0,132.0,58.0,25.0,213.0,345.0,704.0,158.0,184.0,176.0,377.0,19.0,376.0,163.0,31.0,49.0,75.0,533.0,2178.0,106.0,,22.0,19.0,216.0,195.0,6.0,324.0,1215.0,505.0,66.0,16.0,257.0,11.0,708.0,29.0,85.0,16.0,1.0,4204.0,8.0,548.0,174.0,1926.0,99.0,1197.0,117.0,1475.0,104.0,1065.0,3.0,1862.0,3544.0,590.0,576.0,2.0,105.0,195.0,1171.0,10.0,75.0,363.0,730.0,12.0,3.0,12.0,10.0,1.0,4840.0,33.0,18.0,25.0,58.0,394.0,30217.0,55.0,1319.0,424.0,555.0,166.0,16.0,,40.0,17.0
25,141.0,277.0,367.0,545.0,19.0,,966.0,736.0,95.0,15.0,3024.0,298.0,46.0,285.0,218.0,68.0,152.0,1.0,18.0,35.0,57.0,5.0,194.0,,2201.0,485.0,,1.0,658.0,8.0,23.0,2139.0,1323,1406.0,60.0,382.0,457.0,446.0,1395.0,214.0,16.0,1966.0,93.0,35.0,640.0,52.0,16.0,1.0,12.0,30.0,9.0,73.0,15.0,287.0,129.0,743.0,11.0,14.0,133.0,87.0,219.0,164.0,37.0,40.0,312.0,492.0,648.0,3.0,1790.0,13938.0,233.0,2121.0,712.0,229.0,59.0,25.0,217.0,349.0,759.0,172.0,227.0,188.0,419.0,19.0,398.0,230.0,37.0,49.0,77.0,581.0,2319.0,108.0,,22.0,19.0,,202.0,6.0,324.0,1378.0,591.0,73.0,16.0,263.0,11.0,708.0,31.0,94.0,16.0,1.0,4749.0,11.0,570.0,190.0,2132.0,109.0,1197.0,134.0,1673.0,113.0,1323.0,3.0,2055.0,4268.0,634.0,762.0,2.0,110.0,207.0,1476.0,10.0,77.0,400.0,763.0,21.0,7.0,14.0,10.0,1.0,6077.0,33.0,18.0,25.0,65.0,455.0,34109.0,55.0,1462.0,456.0,582.0,167.0,16.0,,43.0,17.0
26,166.0,304.0,409.0,564.0,19.0,,1133.0,770.0,96.0,15.0,3631.0,359.0,47.0,306.0,330.0,71.0,152.0,1.0,18.0,35.0,57.0,5.0,210.0,,2433.0,503.0,,1.0,685.0,9.0,23.0,2449.0,1988,1485.0,60.0,418.0,515.0,465.0,1460.0,298.0,16.0,2302.0,110.0,35.0,679.0,55.0,16.0,1.0,12.0,33.0,9.0,79.0,15.0,313.0,129.0,821.0,11.0,14.0,134.0,126.0,223.0,194.0,37.0,40.0,343.0,525.0,737.0,3.0,1986.0,14991.0,266.0,2415.0,883.0,322.0,63.0,25.0,217.0,349.0,802.0,179.0,250.0,189.0,430.0,,446.0,248.0,48.0,,78.0,649.0,2487.0,110.0,,22.0,19.0,,213.0,7.0,324.0,1510.0,752.0,77.0,16.0,272.0,11.0,919.0,34.0,107.0,16.0,1.0,5560.0,12.0,584.0,210.0,2371.0,131.0,1408.0,155.0,1801.0,113.0,1414.0,3.0,2311.0,5170.0,693.0,906.0,2.0,113.0,219.0,1624.0,10.0,81.0,426.0,814.0,21.0,12.0,14.0,10.0,2.0,6971.0,38.0,18.0,32.0,70.0,455.0,38226.0,55.0,1668.0,473.0,624.0,171.0,16.0,,45.0,23.0
27,192.0,333.0,454.0,583.0,19.0,,1133.0,822.0,96.0,17.0,4486.0,400.0,49.0,334.0,424.0,72.0,254.0,2.0,,35.0,81.0,5.0,264.0,,2915.0,531.0,,1.0,730.0,9.0,27.0,2738.0,2775,1579.0,60.0,495.0,564.0,494.0,1591.0,363.0,16.0,2758.0,126.0,35.0,715.0,56.0,16.0,1.0,12.0,44.0,9.0,81.0,15.0,378.0,131.0,892.0,11.0,14.0,135.0,137.0,223.0,212.0,40.0,41.0,382.0,585.0,802.0,3.0,2092.0,16169.0,316.0,2615.0,1071.0,400.0,63.0,25.0,217.0,358.0,840.0,184.0,283.0,191.0,449.0,,458.0,267.0,50.0,,78.0,771.0,2612.0,111.0,,22.0,19.0,,234.0,7.0,324.0,1688.0,864.0,79.0,16.0,274.0,11.0,1021.0,35.0,,16.0,1.0,6412.0,12.0,609.0,232.0,2566.0,152.0,1526.0,155.0,1988.0,115.0,1595.0,3.0,2554.0,5962.0,781.0,1029.0,2.0,118.0,222.0,1908.0,10.0,84.0,450.0,841.0,25.0,25.0,14.0,10.0,7.0,8015.0,38.0,20.0,32.0,73.0,495.0,42282.0,55.0,1892.0,494.0,796.0,175.0,16.0,,45.0,24.0
28,235.0,361.0,511.0,601.0,24.0,,1265.0,833.0,,21.0,5282.0,443.0,49.0,339.0,482.0,73.0,351.0,8.0,,35.0,83.0,5.0,268.0,,3417.0,549.0,,1.0,730.0,9.0,27.0,3031.0,4528,1780.0,70.0,586.0,620.0,526.0,1724.0,435.0,,3163.0,166.0,35.0,745.0,65.0,17.0,2.0,12.0,46.0,9.0,85.0,15.0,378.0,133.0,966.0,11.0,,135.0,153.0,234.0,250.0,45.0,43.0,392.0,623.0,890.0,3.0,2273.0,17361.0,346.0,2910.0,1442.0,650.0,63.0,25.0,223.0,372.0,880.0,189.0,362.0,195.0,466.0,,493.0,304.0,59.0,,78.0,771.0,2729.0,117.0,,22.0,19.0,,241.0,7.0,324.0,1890.0,965.0,81.0,16.0,283.0,11.0,1120.0,,,16.0,1.0,7431.0,12.0,627.0,238.0,2916.0,167.0,1625.0,217.0,2100.0,124.0,1746.0,3.0,2946.0,6408.0,835.0,1292.0,2.0,120.0,226.0,2200.0,10.0,85.0,471.0,897.0,25.0,34.0,15.0,10.0,12.0,8789.0,,22.0,32.0,76.0,553.0,47029.0,55.0,2203.0,501.0,865.0,175.0,16.0,,48.0,24.0
29,235.0,377.0,584.0,622.0,,,1451.0,853.0,,22.0,5888.0,521.0,53.0,390.0,621.0,75.0,394.0,13.0,,35.0,83.0,5.0,276.0,,3904.0,577.0,,1.0,803.0,9.0,33.0,3404.0,5994,2054.0,70.0,657.0,669.0,564.0,1877.0,591.0,,3368.0,196.0,,779.0,69.0,17.0,2.0,12.0,49.0,9.0,90.0,17.0,408.0,133.0,1061.0,11.0,,135.0,156.0,234.0,250.0,45.0,44.0,393.0,678.0,963.0,3.0,2491.0,18407.0,382.0,3235.0,1930.0,888.0,65.0,29.0,224.0,372.0,961.0,191.0,377.0,208.0,489.0,,509.0,333.0,59.0,,79.0,811.0,2804.0,117.0,,22.0,19.0,,293.0,7.0,324.0,2143.0,1056.0,84.0,16.0,288.0,,1184.0,,,16.0,1.0,8603.0,12.0,639.0,254.0,3156.0,179.0,2039.0,253.0,2249.0,129.0,2281.0,3.0,3383.0,7443.0,949.0,1452.0,2.0,126.0,237.0,2447.0,10.0,86.0,485.0,934.0,60.0,66.0,19.0,10.0,13.0,9714.0,,22.0,32.0,76.0,574.0,52167.0,,2511.0,512.0,998.0,181.0,16.0,,48.0,25.0
