,China,France,Germany,Italy,Spain,United States,Brazil,South Korea
30,0.27287319422150885,0.08333333333333333,0.0,0.3670886075949367,0.0,0.0,0.08796895213454076,0.0
31,0.24149659863945577,0.08333333333333333,0.0,0.26515151515151514,0.0,0.0,0.08408249603384453,0.0
32,0.19576719576719576,0.08333333333333333,0.0,0.22707423580786026,0.0,0.0,0.09132212630622444,0.03571428571428571
33,0.1529175050301811,0.16666666666666666,0.0,0.2484472049689441,0.08333333333333333,0.0,0.09905466502260583,0.07142857142857142
34,0.1300900900900901,0.16666666666666666,0.0,0.2675,0.12,0.0,0.10257289879931389,0.1724137931034483
35,0.09408127208480566,0.16666666666666666,0.0,0.2276923076923077,0.14705882352941177,0.0,0.10506292069066432,0.23333333333333334
36,0.08208208208208208,0.16666666666666666,0.0,0.22184684684684686,0.07575757575757576,0.0,0.11065573770491803,0.25806451612903225
37,0.07292474786656322,0.16666666666666666,0.0,0.20656028368794327,0.060240963855421686,0.0,0.11419172932330827,0.2391304347826087
38,0.06557545810170888,0.25,0.0,0.216696269982238,0.24561403508771928,0.0,0.12076872679624372,0.15
39,0.061224489795918366,0.2857142857142857,0.0,0.22789783889980353,0.23178807947019867,0.0,0.11666958194857442,0.08387096774193549
40,0.05639280505590666,0.23529411764705882,0.0,0.2521982414068745,0.235,0.02857142857142857,0.11702750146284377,0.0463768115942029
41,0.05281506013595956,0.18421052631578946,0.0,0.26772418258336034,0.3218390804597701,0.05714285714285714,0.11896333754740834,0.028286189683860232
42,0.04973591549295775,0.15789473684210525,0.012738853503184714,0.2633488854328668,0.3235294117647059,0.11320754716981132,0.1166077738515901,0.028871391076115485
43,0.04580592105263158,0.1,0.01020408163265306,0.27351164797238997,0.31627906976744186,0.16981132075471697,,0.03139013452914798
44,0.04877527008236175,0.14615384615384616,0.011450381679389313,0.244943056263811,0.48896434634974534,0.1864406779661017,,0.027923211169284468
45,0.04425289197936361,0.16853932584269662,0.0125,0.2455593220338983,0.25664451827242524,0.2,,0.0219435736677116
46,0.044014440433212995,0.15566037735849056,0.007309941520467836,0.23528129088530308,0.29957291031116534,0.21212121212121213,,0.020771513353115726
47,0.04474645466265578,0.16842105263157894,0.009445100354191263,0.24682234702926398,0.2794392523364486,0.2463768115942029,,0.01501194131695667
48,0.044048152017111875,0.14420803782505912,0.013303769401330377,0.23896645803241856,0.25532623169107854,0.23595505617977527,,0.014180374361883154
49,0.04377459246767847,0.12887438825448613,0.01141352063213345,0.22543505591212862,0.23682344599385488,0.2524271844660194,,0.012108262108262107
50,0.044897594132904034,0.1270949720670391,0.010030864197530864,0.22831257078142694,0.23048844081348863,0.224,,0.011221945137157107
51,0.035413012611709684,0.1127886323268206,0.008296107211231652,0.22815143923996786,0.22184960660389527,0.18867924528301888,,0.01126126126126126
52,0.034957279642617266,0.1048158640226629,0.018151118615449557,0.22835696413678064,0.2374061581982374,0.17167381974248927,,0.011446409989594173
53,0.03526194804609444,0.09809417040358745,0.014696276943174396,0.21719085060757684,0.24118804795133297,0.1390532544378698,,0.010661998726925526
54,0.03565907300994662,0.10697062691801841,0.017654808959156786,0.2164667047546499,0.25036453776611256,0.13163972286374134,,0.010639869957144969
55,0.03674700501288623,0.12934631432545202,0.019429516329061595,0.21014756531235124,0.23846737038549018,0.12454873646209386,,0.010513036164844407
56,0.03675456501351575,0.12291723572794319,0.020958083832335328,0.1989764834897039,0.24314314314314314,0.11273209549071618,,0.010159848279599025
57,0.03658865038110372,0.12491664814403201,0.02082168809390721,0.19429616554305523,0.2282756960603386,0.10536585365853658,,0.01078131239185412
58,0.03678401114504635,0.12428545085745897,0.024152232251768723,0.18707305237224234,0.22847543049139019,0.11432926829268293,,0.011089619600257897
59,0.036932607918668835,0.12965475652042815,0.01789503465836752,0.18230241130914132,0.22182598446613677,0.09019843656043296,,0.011564366501461431
60,0.03714858123060404,0.1423027166882277,0.017869907076483203,0.1813161887778247,0.2064124215461397,0.11959521619135234,,0.012532898859506203
61,0.03729095252934455,0.14571929056273264,0.018124213763220424,0.17968659650745925,0.19014912833438352,0.11521518129447644,,0.012738065792728173
62,0.0377294973716239,0.1542519326966803,0.01836602890126746,0.17687468071949022,0.1780273367978928,0.12480127186009539,,0.01274197500612595
63,0.03789116258730016,0.15818268315889628,0.019957551691085856,0.1727982716447932,0.17070200908537442,0.12658227848101267,,0.013720252549781447
64,0.03816579024808403,0.16003873020264195,0.02319832667807568,0.16972646766399224,0.16255121249031115,0.12463046522483273,,0.014423076923076924
65,0.038347031731087305,0.16269197153202647,0.023885175851868085,0.16612596245349945,0.15759483229056945,0.11152416356877323,,0.01497682158564127
66,0.038567283692526,0.1522965350523771,0.024049375709421113,0.16264881409370555,0.1532366922941487,0.09094736842105264,,0.01529480443666083
67,0.038712116438787726,0.15796789525603086,0.023835988637767074,0.16242542191293408,0.14613893684400056,0.08698532409294742,,0.016065649560795193
68,0.03877191007018729,0.15979075020806088,0.02553904123927151,0.16191205384150031,0.1425060703375891,0.0819157288667888,,0.016365496079099897
69,0.03895974243142736,0.15445035156919912,0.025027051555028098,0.1597934414961926,0.1382281971733885,0.07126626143271034,,0.01708441047544116
70,0.03910990393840097,0.19739716053876957,0.02595577665433754,0.15863140174589124,0.1345934924815224,0.06825718099995694,,0.017631960718669792
71,0.039325702911171934,0.20119760479041915,0.027625211531039397,0.15731846745725087,,0.0738534518658,,0.018036959167865442
72,0.039405195224666754,0.20107532234778713,0.028658088735344523,,,0.07425499320750355,,0.017839553463937834
73,0.03940892806228073,0.20002244668911334,0.029775647460349327,,,0.07039108743938319,,0.018288064062330918
74,0.03954536450079239,0.19812768569674646,0.029657954254004523,,,0.06836635271191946,,0.0186455207886841
75,0.03963422179325365,0.190721016336486,,,,0.06819075121325151,,0.018674825912639796
76,0.03977293807739398,0.20658150748667625,,,,0.06744974654780633,,0.019096316393613692
77,0.0398743802470357,0.2051198358668283,,,,0.0667537358765642,,0.019252665355553256
78,0.040057843476541254,,,,,0.06800514719066755,,0.019619865113427344
79,0.04014481292937281,,,,,0.06836900900235787,,0.020437359493153485
80,0.040183313980779206,,,,,0.06797263175042763,,0.02044907778668805
81,0.04024798389586652,,,,,0.06755167017430252,,0.020671834625323
82,0.04031113031668621,,,,,,,0.02048050413548641
83,0.04040977536410763,,,,,,,
84,0.04047469252309932,,,,,,,
85,0.04051254223910416,,,,,,,
86,0.040564526069271536,,,,,,,
87,0.04057664134730207,,,,,,,
88,0.04058759119597446,,,,,,,
89,0.04061662527966956,,,,,,,
90,0.0405723823081832,,,,,,,
91,0.04057484090100916,,,,,,,
92,0.040548321103502344,,,,,,,
93,0.04057112794097855,,,,,,,
94,0.04064673029684578,,,,,,,
95,0.04063651673052986,,,,,,,
96,0.04061711695243666,,,,,,,
97,0.04059301094246382,,,,,,,
98,0.04055154971364648,,,,,,,
99,0.0405492435749438,,,,,,,
100,0.04052430365920262,,,,,,,
101,0.04050203116473655,,,,,,,
102,0.04050795497231209,,,,,,,
